Survey,Year,Cruise Join ID,Haul Join ID,Catch Join ID,Vessel Number,Cruise Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satisfactory Gear Performance,Gear Performance Note,Gear Depth,Bottom Depth,Surface Temperature (C),Gear Temperature (C),Distance Fished (km),Net Width (m) ,Species Code,Common Name,Scientific Name,Weight (kg),Number of Fish,Effort (km2),Weight CPUE (kg/km2),Number CPUE (number/km2),akfin_load_date
GOA,2019,-731,-19381,-553241,148,201901,228,59.57584,-147.93649,59.56806,-147.91501,133,Kodiak,101,200,Kenai Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,107,114,14.2,6.6,1.5,15.959,21720,Pacific cod,Gadus macrocephalus,11.22,8,0.0239385,468.7010464,334.1896944,29-Sep-21
GOA,2019,-731,-19536,,148,201901,241,59.57204,-141.22522,59.5701,-141.25219,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,121,127,12.7,6.7,1.547,16.512,21720,Pacific cod,Gadus macrocephalus,0,0,0.025544064,0,0,29-Sep-21
GOA,2019,-731,-19511,,148,201901,251,58.35837,-139.36717,58.36693,-139.38747,241,Yakutat,201,300,Yakutat Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,224,230,16,5.9,1.529,16.194,21720,Pacific cod,Gadus macrocephalus,0,0,0.024760626,0,0,29-Sep-21
GOA,2019,-731,-19523,-560936,148,201901,263,56.24113,-134.91646,56.25463,-134.92084,150,Southeastern,101,200,Baranof-Chichagof Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,155,162,11.6,6.1,1.529,15.065,21720,Pacific cod,Gadus macrocephalus,4.18,2,0.023034385,181.467836,86.8267158,29-Sep-21
GOA,2019,-731,-19551,-560999,148,201901,269,55.8216,-134.74134,55.80875,-134.73379,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,186,193,14.2,6,1.507,15.996,21720,Pacific cod,Gadus macrocephalus,29.46,13,0.024105972,1222.103801,539.2854518,29-Sep-21
GOA,2015,-700,-14269,-407684,176,201501,96,54.87391,-157.88944,54.86208,-157.89722,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,118,124,9.1,5.7,1.408,17.06,21720,Pacific cod,Gadus macrocephalus,3.52,3,0.02402048,146.5416178,124.8934243,29-Sep-21
GOA,2015,-700,-14206,,176,201501,101,55.03079,-157.14574,55.04008,-157.12959,320,Chirikof,301,500,Chirikof Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,315,321,11,4.4,1.466,17.091,21720,Pacific cod,Gadus macrocephalus,0,0,0.025055406,0,0,29-Sep-21
GOA,2015,-700,-14212,-408274,176,201501,115,56.37422,-156.82464,56.3869,-156.82331,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,103,109,9.9,6.2,1.413,16.616,21720,Pacific cod,Gadus macrocephalus,51.64,43,0.023478408,2199.467698,1831.470004,29-Sep-21
GOA,2015,-700,-14213,-408309,176,201501,116,56.37133,-156.59595,56.36318,-156.60344,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,1.12,Y,Hauled back early due to hang(s),175,181,11,5.9,1.028,17.157,21720,Pacific cod,Gadus macrocephalus,5.09,2,0.017637396,288.5913544,113.3954241,29-Sep-21
GOA,2015,-700,-14217,-408424,176,201501,120,55.96225,-157.20091,55.97014,-157.18168,21,Chirikof,1,100,Semidi Bank,CENTRAL GOA,SHELF,,,1.1,Y,Minor hang(s),97,103,11,6.2,1.493,16.564,21720,Pacific cod,Gadus macrocephalus,6.81,7,0.024730052,275.3734606,283.0564206,29-Sep-21
GOA,2015,-700,-14233,-408803,176,201501,136,56.43111,-155.47822,56.44344,-155.46991,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,54,61,8.6,7,1.466,18.092,21720,Pacific cod,Gadus macrocephalus,2.41,2,0.026522872,90.86497118,75.40661509,29-Sep-21
GOA,2017,-716,-16617,,148,201701,74,55.48988,-158.22569,55.50327,-158.21321,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,131,138,9,5,1.693,16.164,21720,Pacific cod,Gadus macrocephalus,0,0,0.027365652,0,0,29-Sep-21
GOA,2017,-716,-16619,,148,201701,76,55.40466,-158.22448,55.41761,-158.22747,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,123,131,9.2,4.9,1.459,15.587,21720,Pacific cod,Gadus macrocephalus,0,0,0.022741433,0,0,29-Sep-21
GOA,2017,-716,-16626,,148,201701,84,55.02721,-157.13022,55.01733,-157.14935,320,Chirikof,301,500,Chirikof Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,354,360,8.8,4.3,1.648,17.821,21720,Pacific cod,Gadus macrocephalus,0,0,0.029369008,0,0,29-Sep-21
GOA,2017,-716,-16650,-469240,148,201701,112,56.22999,-155.9131,56.24201,-155.90596,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,108,115,9.8,5,1.41,15.907,21720,Pacific cod,Gadus macrocephalus,190.95,45,0.02242887,8513.580934,2006.342718,29-Sep-21
GOA,2017,-716,-16654,-469329,148,201701,116,56.22892,-156.59546,56.21961,-156.59252,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,1.1,Y,Minor hang(s),167,173,8.2,5.2,1.053,17.081,21720,Pacific cod,Gadus macrocephalus,5.44,3,0.017986293,302.4525398,166.7936801,29-Sep-21
GOA,2019,-731,-19555,,148,201901,273,55.44146,-134.98728,55.43376,-134.96406,450,Southeastern,501,700,Southeastern Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,540,546,14.8,4.5,1.708,19.658,21720,Pacific cod,Gadus macrocephalus,0,0,0.033575864,0,0,29-Sep-21
GOA,2019,-731,-19570,-561383,148,201901,288,54.85693,-133.42313,54.84211,-133.42493,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,122,128,13.2,6.9,1.653,16.499,21720,Pacific cod,Gadus macrocephalus,19.76,11,0.027272847,724.5301526,403.3315627,29-Sep-21
GOA,2021,-741,-20011,-572979,148,202101,12,53.22074,-167.11998,53.20735,-167.11963,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,101,108,5.8,5,1.493,17.31,21720,Pacific cod,Gadus macrocephalus,6.82,3,0.02584383,263.8927744,116.0818656,29-Sep-21
GOA,2021,-741,-20016,-573051,148,202101,17,53.46401,-166.14926,53.46796,-166.12776,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,,,0,Y,Good performance,145,151,6,4.8,1.5,16.366,21720,Pacific cod,Gadus macrocephalus,30.96,9,0.024549,1261.151167,366.6137114,29-Sep-21
GOA,2021,-741,-20028,-573257,148,202101,29,54.03492,-164.13173,54.04704,-164.12218,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,68,75,6.1,5.1,1.489,15.714,21720,Pacific cod,Gadus macrocephalus,27.52,11,0.023398146,1176.161564,470.1227183,29-Sep-21
GOA,2015,-700,-14292,,176,201501,145,56.08982,-155.87662,56.10173,-155.87388,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,66,73,10.4,6.3,1.337,15.846,21720,Pacific cod,Gadus macrocephalus,0,0,0.021186102,0,0,29-Sep-21
GOA,2015,-700,-14588,-424866,176,201501,147,57.52479,-151.50067,57.53092,-151.52173,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,127,133,10.7,6.5,1.439,18.929,21720,Pacific cod,Gadus macrocephalus,20.87,12,0.027238831,766.1855973,440.5475404,29-Sep-21
GOA,2015,-700,-14599,,176,201501,157,56.84797,-152.63061,56.83557,-152.62086,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,122,127,12.3,6.3,1.51,17.826,21720,Pacific cod,Gadus macrocephalus,0,0,0.02691726,0,0,29-Sep-21
GOA,2015,-700,-14601,-425086,176,201501,159,56.96286,-153.07192,56.97395,-153.05961,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,125,131,10.4,6.6,1.445,19.185,21720,Pacific cod,Gadus macrocephalus,15.74,10,0.027722325,567.7734461,360.7201055,29-Sep-21
GOA,2015,-700,-14611,-425364,176,201501,169,56.56566,-153.77568,56.57919,-153.77655,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,,,0,Y,Good performance,62,69,12.4,7.4,1.508,15.077,21720,Pacific cod,Gadus macrocephalus,6.69,3,0.022736116,294.2455079,131.9486582,29-Sep-21
GOA,2015,-700,-14612,,176,201501,170,56.71572,-154.47456,56.71086,-154.44781,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,20,27,11.2,10.5,1.732,17.299,21720,Pacific cod,Gadus macrocephalus,0,0,0.029961868,0,0,29-Sep-21
GOA,2015,-700,-14613,-425392,176,201501,171,56.62199,-154.36894,56.63628,-154.35668,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,4,11,11,11,1.759,13.17,21720,Pacific cod,Gadus macrocephalus,7.51,2,0.02316603,324.181571,86.33330787,29-Sep-21
GOA,2015,-700,-14617,,176,201501,175,55.77407,-155.23022,55.78288,-155.2128,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,116,122,10.4,6.1,1.488,17.793,21720,Pacific cod,Gadus macrocephalus,0,0,0.026475984,0,0,29-Sep-21
GOA,2015,-700,-14628,-425748,176,201501,186,55.30067,-156.66337,55.28762,-156.66352,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,106,112,11.1,6.1,1.454,17.5,21720,Pacific cod,Gadus macrocephalus,2.1,1,0.025445,82.53094911,39.30045196,29-Sep-21
GOA,2017,-716,-16660,-469439,148,201701,122,56.66976,-155.34417,56.67974,-155.32868,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,99,105,8.3,4.9,1.463,16.822,21720,Pacific cod,Gadus macrocephalus,3.25,1,0.024610586,132.0569937,40.63292113,29-Sep-21
GOA,2017,-716,-16664,-469485,148,201701,126,55.71316,-155.25161,55.71599,-155.23038,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,184,191,10.1,5.8,1.378,14.913,21720,Pacific cod,Gadus macrocephalus,8.46,3,0.020550114,411.6765484,145.9845916,29-Sep-21
GOA,2017,-716,-17094,-494268,148,201701,130,57.15535,-152.41468,57.14161,-152.40986,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,133,139,9.9,5.7,1.557,15.845,21720,Pacific cod,Gadus macrocephalus,71.04,34,0.024670665,2879.533243,1378.154987,29-Sep-21
GOA,2017,-716,-17098,-494318,148,201701,134,56.92375,-153.27195,56.92565,-153.25156,30,Kodiak,1,100,Albatross Shallows,CENTRAL GOA,SHELF,,,0,Y,Good performance,84,90,9.6,6.6,1.265,15.278,21720,Pacific cod,Gadus macrocephalus,4.8,6,0.01932667,248.3614611,310.4518264,29-Sep-21
GOA,2017,-716,-17105,,148,201701,141,56.24837,-154.94184,56.2456,-154.96816,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,30,37,8.4,8.4,1.666,15.115,21720,Pacific cod,Gadus macrocephalus,0,0,0.02518159,0,0,29-Sep-21
GOA,2017,-716,-17113,-494594,148,201701,149,56.09017,-153.98727,56.08314,-153.96703,134,Kodiak,101,200,Kodiak Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,140,147,10.3,5.8,1.499,15.298,21720,Pacific cod,Gadus macrocephalus,4.92,2,0.022931702,214.5501455,87.21550629,29-Sep-21
GOA,2021,-741,-20033,-573308,148,202101,36,54.56394,-164.06491,54.56221,-164.04264,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,64,70,5.9,5.7,1.459,18.154,21720,Pacific cod,Gadus macrocephalus,11.566,6,0.026486686,436.6722209,226.5289059,29-Sep-21
GOA,2021,-741,-20038,,148,202101,41,54.50521,-161.33262,54.49291,-161.33593,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,93,98,6.2,5.2,1.388,17.836,21720,Pacific cod,Gadus macrocephalus,0,0,0.024756368,0,0,29-Sep-21
GOA,2021,-741,-20043,-573513,148,202101,46,54.52305,-163.10629,54.50902,-163.10523,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,81,87,6.6,5.8,1.564,16.707,21720,Pacific cod,Gadus macrocephalus,3.52,2,0.026129748,134.7123593,76.54111322,29-Sep-21
GOA,2021,-741,-20050,-573618,148,202101,53,54.81694,-160.56291,54.81755,-160.58684,110,Shumagin,101,200,Sanak Gully,WESTERN GOA,GULLY,,,0,Y,Good performance,98,104,6.9,4.8,1.545,17.508,21720,Pacific cod,Gadus macrocephalus,32.02,16,0.02704986,1183.739953,591.5002887,29-Sep-21
GOA,2021,-741,-20051,-573630,148,202101,54,54.73565,-160.20158,54.73492,-160.22552,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,,,0,Y,Good performance,76,82,7.4,5.1,1.555,18.225,21720,Pacific cod,Gadus macrocephalus,5.44,2,0.028339875,191.9556808,70.57194148,29-Sep-21
GOA,2021,-741,-20057,-573760,148,202101,62,55.64954,-159.98111,55.63567,-159.98919,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,,,0,Y,Good performance,53,59,8,5.6,1.626,16.592,21720,Pacific cod,Gadus macrocephalus,1.84,33,0.026978592,68.20222493,1223.192078,29-Sep-21
GOA,2021,-741,-20110,,148,202101,64,55.27176,-159.17684,55.28341,-159.16624,112,Shumagin,101,200,West Shumagin Gully,WESTERN GOA,GULLY,,,0,Y,Good performance,180,186,7.7,5,1.463,18.041,21720,Pacific cod,Gadus macrocephalus,0,0,0.026393983,0,0,29-Sep-21
GOA,2021,-741,-20118,-576082,148,202101,72,54.89411,-158.49226,54.89294,-158.51538,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,167,172,7.5,4.9,1.497,18.653,21720,Pacific cod,Gadus macrocephalus,18.38,11,0.027923541,658.225975,393.9328468,29-Sep-21
GOA,2021,-741,-20122,,148,202101,76,54.84001,-157.71979,54.84406,-157.69871,221,Chirikof,201,300,Chirikof Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,232,237,7.4,4.7,1.431,18.482,21720,Pacific cod,Gadus macrocephalus,0,0,0.026447742,0,0,29-Sep-21
GOA,2015,-700,-14634,,176,201501,197,56.16926,-154.2854,56.16983,-154.26109,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,101,107,11.6,6.5,1.517,17.819,21720,Pacific cod,Gadus macrocephalus,0,0,0.027031423,0,0,29-Sep-21
GOA,2017,-716,-17129,-494847,148,201701,165,56.98316,-152.55582,56.99048,-152.57592,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,153,159,12.2,5.7,1.473,17.015,21720,Pacific cod,Gadus macrocephalus,4.6,1,0.025063095,183.5367898,39.89930214,29-Sep-21
GOA,2017,-716,-17135,-494998,148,201701,171,56.58538,-151.97455,56.57774,-151.9901,134,Kodiak,101,200,Kodiak Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,139,145,11.7,6,1.293,15.841,21720,Pacific cod,Gadus macrocephalus,23.68,5,0.020482413,1156.113784,244.1118632,29-Sep-21
GOA,2017,-716,-17147,,148,201701,183,57.03905,-151.32046,57.0352,-151.34553,430,Kodiak,501,700,Kodiak Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,576,582,12.3,3.9,1.594,18.473,21720,Pacific cod,Gadus macrocephalus,0,0,0.029445962,0,0,29-Sep-21
GOA,2017,-716,-17162,,148,201701,198,58.10522,-149.38249,58.09905,-149.36012,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,135,143,12.2,5.9,1.496,14.978,21720,Pacific cod,Gadus macrocephalus,0,0,0.022407088,0,0,29-Sep-21
GOA,2017,-716,-17169,,148,201701,205,59.19643,-148.91049,59.18453,-148.92198,133,Kodiak,101,200,Kenai Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,175,181,13.3,6,1.479,16.498,21720,Pacific cod,Gadus macrocephalus,0,0,0.024400542,0,0,29-Sep-21
GOA,2021,-741,-20125,,148,202101,79,55.47336,-158.35653,55.48617,-158.35863,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,137,142,8.2,4.8,1.434,18.862,21720,Pacific cod,Gadus macrocephalus,0,0,0.027048108,0,0,29-Sep-21
GOA,2021,-741,-20128,-576293,148,202101,82,55.1401,-158.06073,55.15403,-158.06184,21,Chirikof,1,100,Semidi Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,83,89,7.3,4.6,1.553,17.122,21720,Pacific cod,Gadus macrocephalus,7.43,3,0.026590466,279.4234595,112.8223928,29-Sep-21
GOA,2021,-741,-20138,,148,202101,93,56.92312,-155.11552,56.9347,-155.10417,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,161,167,8.8,5.2,1.464,17.004,21720,Pacific cod,Gadus macrocephalus,0,0,0.024893856,0,0,29-Sep-21
GOA,2021,-741,-20143,-576668,148,202101,98,56.80815,-156.19977,56.80484,-156.22372,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,187,193,8.4,5,1.515,18.478,21720,Pacific cod,Gadus macrocephalus,25.27,12,0.02799417,902.6879525,428.6606818,29-Sep-21
GOA,2021,-741,-20145,,148,202101,100,56.44314,-155.95333,56.45498,-155.94303,220,Chirikof,201,300,Lower Shelikof Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,224,230,8.3,4.9,1.466,17.758,21720,Pacific cod,Gadus macrocephalus,0,0,0.026033228,0,0,29-Sep-21
GOA,2021,-741,-20148,,148,202101,103,55.08286,-157.02905,55.07744,-157.05174,221,Chirikof,201,300,Chirikof Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,287,293,7.7,4.5,1.574,18.89,21720,Pacific cod,Gadus macrocephalus,0,0,0.02973286,0,0,29-Sep-21
GOA,2021,-741,-20156,-576963,148,202101,111,56.35367,-154.38852,56.33888,-154.39426,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,58,65,7.8,5.7,1.733,15.811,21720,Pacific cod,Gadus macrocephalus,0.096,1,0.027400463,3.503590432,36.49573367,29-Sep-21
GOA,2021,-741,-20167,-577234,148,202101,122,57.79767,-151.07971,57.78401,-151.0784,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,,,0,Y,Good performance,66,72,8.6,6,1.528,17.16,21720,Pacific cod,Gadus macrocephalus,51.84,25,0.02622048,1977.080511,953.4531786,29-Sep-21
GOA,2015,-700,-15156,,176,201501,252,58.87299,-148.07095,58.86301,-148.08911,430,Kodiak,501,700,Kodiak Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,622,627,14.6,4,1.53,18.602,21720,Pacific cod,Gadus macrocephalus,0,0,0.02846106,0,0,29-Sep-21
GOA,2015,-700,-15159,,176,201501,255,59.00257,-147.82414,58.99891,-147.84979,430,Kodiak,501,700,Kodiak Slope,CENTRAL GOA,SLOPE,,,3.2,Y,Caught longline gear,518,523,14.1,4,1.535,18.452,21720,Pacific cod,Gadus macrocephalus,0,0,0.02832382,0,0,29-Sep-21
GOA,2017,-716,-17200,,148,201701,229,59.69242,-142.7963,59.69869,-142.77306,241,Yakutat,201,300,Yakutat Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,235,241,14.9,5,1.488,16.937,21720,Pacific cod,Gadus macrocephalus,0,0,0.025202256,0,0,29-Sep-21
GOA,2017,-716,-17201,,148,201701,230,59.34778,-142.06945,59.35575,-142.09042,241,Yakutat,201,300,Yakutat Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,220,227,13.9,5.1,1.496,16.65,21720,Pacific cod,Gadus macrocephalus,0,0,0.0249084,0,0,29-Sep-21
GOA,2017,-716,-17203,,148,201701,232,59.68784,-141.83135,59.67902,-141.81097,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,111,118,14,6.3,1.514,15.304,21720,Pacific cod,Gadus macrocephalus,0,0,0.023170256,0,0,29-Sep-21
GOA,2017,-716,-17209,,148,201701,238,59.27388,-141.88593,59.26179,-141.87535,241,Yakutat,201,300,Yakutat Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,225,232,14.2,5.3,1.477,15.599,21720,Pacific cod,Gadus macrocephalus,0,0,0.023039723,0,0,29-Sep-21
GOA,2021,-741,-20480,-592394,148,202101,131,56.75178,-154.34905,56.74497,-154.32825,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,63,69,8.6,7.1,1.485,17.017,21720,Pacific cod,Gadus macrocephalus,5.98,1,0.025270245,236.6419479,39.57223209,29-Sep-21
GOA,2021,-741,-20492,,148,202101,143,55.98966,-154.59725,55.98938,-154.62115,320,Chirikof,301,500,Chirikof Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,429,435,9.3,4,1.497,17.711,21720,Pacific cod,Gadus macrocephalus,0,0,0.026513367,0,0,29-Sep-21
GOA,2021,-741,-20496,,148,202101,147,55.92351,-153.80939,55.91877,-153.78783,231,Kodiak,201,300,Kodiak Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,240,247,10.2,5.5,1.451,16.241,21720,Pacific cod,Gadus macrocephalus,0,0,0.023565691,0,0,29-Sep-21
GOA,2021,-741,-20513,-592814,148,202101,153,57.03295,-151.92016,57.02898,-151.89595,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,,,0,Y,Good performance,81,88,8.6,6.4,1.541,16.209,21720,Pacific cod,Gadus macrocephalus,19.2,19,0.024978069,768.6743119,760.6672878,29-Sep-21
GOA,2021,-741,-20509,,148,202101,160,57.48736,-150.1563,57.49682,-150.13734,330,Kodiak,301,500,Kodiak Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,477,482,10.1,4.2,1.553,18.223,21720,Pacific cod,Gadus macrocephalus,0,0,0.028300319,0,0,29-Sep-21
GOA,2021,-741,-20523,-593211,148,202101,172,58.23566,-151.31537,58.23907,-151.34005,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,148,154,8,5.7,1.504,16.75,21720,Pacific cod,Gadus macrocephalus,122.4,56,0.025192,4858.685297,2222.927914,29-Sep-21
GOA,2015,-700,-15192,-427980,176,201501,288,59.06513,-139.97622,59.07773,-139.98321,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,119,125,15.2,6.8,1.458,17.027,21720,Pacific cod,Gadus macrocephalus,2.4,1,0.024825366,96.67531186,40.28137994,29-Sep-21
GOA,2015,-700,-15135,-428580,176,201501,319,55.59891,-133.54263,55.58599,-133.54465,50,Southeastern,1,100,Southeastern Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,186,193,14.1,8.7,1.444,15.951,21720,Pacific cod,Gadus macrocephalus,17.14,9,0.023033244,744.1418152,390.7395762,29-Sep-21
GOA,2015,-700,-15140,-428652,176,201501,324,54.47039,-133.65143,54.47082,-133.67509,251,Southeastern,201,300,Prince of Wales Slope/Gullies,EASTERN GOA,SLOPE,,,0,Y,Good performance,246,251,13.3,5.8,1.541,18.23,21720,Pacific cod,Gadus macrocephalus,3.3,1,0.02809243,117.4693681,35.59677821,29-Sep-21
GOA,2017,-716,-17172,,148,201701,264,56.32953,-135.01532,56.31478,-135.01114,150,Southeastern,101,200,Baranof-Chichagof Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,129,134,12.3,6.4,1.665,16.35,21720,Pacific cod,Gadus macrocephalus,0,0,0.02722275,0,0,29-Sep-21
GOA,2017,-716,-17176,-483482,148,201701,268,54.7066,-132.94529,54.69204,-132.94881,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,165,170,13.4,6.3,1.646,17.211,21720,Pacific cod,Gadus macrocephalus,18.8,11,0.028329306,663.62374,388.2904862,29-Sep-21
GOA,2019,-730,-18823,-533311,143,201901,3,52.66058,-169.4305,52.64757,-169.42961,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,,,0,Y,Good performance,241,247,7.3,4.8,1.45,16.426,21720,Pacific cod,Gadus macrocephalus,10.5,4,0.0238177,440.8486126,167.9423286,29-Sep-21
GOA,2019,-730,-18825,-533379,143,201901,5,53.04653,-168.33947,53.03356,-168.33153,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,79,85,7.2,6,1.54,15.563,21720,Pacific cod,Gadus macrocephalus,8.74,4,0.02396702,364.667781,166.8960096,29-Sep-21
GOA,2019,-730,-18827,-533421,143,201901,7,53.39156,-167.1225,53.38391,-167.14089,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,,,0,Y,Good performance,59,66,7.1,6.6,1.493,14.308,21720,Pacific cod,Gadus macrocephalus,6.14,3,0.021361844,287.4283699,140.4373143,29-Sep-21
GOA,2021,-741,-20526,-593280,148,202101,175,58.7609,-150.56673,58.77427,-150.56067,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,177,183,10.6,5.6,1.527,17.45,21720,Pacific cod,Gadus macrocephalus,17,7,0.02664615,637.9908542,262.7021164,29-Sep-21
GOA,2021,-741,-20533,-593490,148,202101,182,58.49746,-149.91472,58.48845,-149.89528,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,128,134,10.3,5.5,1.518,17.888,21720,Pacific cod,Gadus macrocephalus,4.52,2,0.027153984,166.4580785,73.65401703,29-Sep-21
GOA,2021,-741,-20534,-593530,148,202101,183,58.68692,-149.9296,58.68801,-149.90393,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,148,153,11,5.6,1.501,18.199,21720,Pacific cod,Gadus macrocephalus,44.48,18,0.027316699,1628.308018,658.9375971,29-Sep-21
GOA,2021,-741,-20535,-593557,148,202101,184,58.61333,-149.76826,58.61478,-149.7937,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,123,129,10.2,5.5,1.494,17.827,21720,Pacific cod,Gadus macrocephalus,11.83,4,0.026633538,444.176812,150.1865805,29-Sep-21
